"hgnc_symbol","ensembl_transcript_id","group","gc_content","nmdesc_gc_content"
"KCNJ5","ENST00000529694","snv_control",56.67,58.71
"SPEN","ENST00000375759","snv_control",51.93,59.34
"CBFB","ENST00000412916","snv_control",53.01,47.06
"RAI1","ENST00000353383","snv_control",64.01,40.32
"CCNF","ENST00000397066","snv_control",58.92,61.41
"ITPR3","ENST00000605930","snv_control",58.4,57.98
"NR2F2","ENST00000394166","snv_control",62.41,50.77
"ASB10","ENST00000420175","snv_control",65.1,65.25
"ATL3","ENST00000398868","snv_control",45.45,48.18
"CLCN7","ENST00000382745","snv_control",61.75,65.69
"AFP","ENST00000395792","snv_control",41.97,45.26
"PDE3A","ENST00000359062","snv_control",52.1,44.52
"FHOD3","ENST00000590592","snv_control",54.53,61.65
"USP7","ENST00000344836","snv_control",43.28,44.59
"PAX2","ENST00000355243","snv_control",60.25,61.42
"LITAF","ENST00000622633","snv_control",57.41,62.26
"NR2E3","ENST00000617575","snv_control",62.37,52.46
"LPP","ENST00000617246","snv_control",54.81,54.75
"PRLR","ENST00000618457","snv_control",48.64,49.81
"ZCCHC8","ENST00000633063","snv_control",46.99,50.66
"TAB2","ENST00000637181","snv_control",43.52,43.01
"VEGFC","ENST00000618562","snv_control",49.37,44.24
"MAPKAPK3","ENST00000621469","snv_control",56.92,56.16
"CYFIP2","ENST00000620254","snv_control",53.27,50
"NEFL","ENST00000610854","snv_control",59.13,48.19
"ACD","ENST00000620761","snv_control",62.82,60.47
"HNRNPU","ENST00000640218","snv_control",50.36,46.15
"ELP4","ENST00000640961","snv_control",44.63,50.55
"IMPG2","ENST00000193391","fs_control",44.9,37.5
"CDK13","ENST00000181839","fs_control",52.19,49.18
"CETP","ENST00000200676","fs_control",54.66,53.08
"CEBPE","ENST00000206513","fs_control",65.48,66.05
"SUPT16H","ENST00000216297","fs_control",43.64,44.35
"KDM4B","ENST00000159111","fs_control",63.96,63.54
"MEFV","ENST00000219596","fs_control",58.99,50.66
"GRN","ENST00000053867","fs_control",63.19,63.45
"RALA","ENST00000005257","fs_control",42.03,37.82
"CSNK2A1","ENST00000217244","fs_control",45.32,54.95
"STX1B","ENST00000215095","fs_control",54.09,48.24
"VCL","ENST00000211998","fs_control",52.36,54.37
"ACTL6B","ENST00000160382","fs_control",59.48,58.29
"CREB3L3","ENST00000078445","fs_control",60.75,59.02
"EPOR","ENST00000222139","fs_control",64.44,61.82
"MPO","ENST00000225275","fs_control",61.89,58.57
"MYL2","ENST00000228841","fs_control",50.5,50.23
"FIG4","ENST00000230124","fs_control",43.36,44.6
"LOX","ENST00000231004","fs_control",58.69,59.61
"NFKB1","ENST00000226574","fs_control",48.87,48.92
"CRYBA1","ENST00000225387","fs_control",51.39,52.34
"HOXA2","ENST00000222718","fs_control",54.82,55.58
"POLR3B","ENST00000228347","fs_control",43.97,50.86
"GMNN","ENST00000230056","fs_control",39.84,38.65
"C5","ENST00000223642","fs_control",40.05,37.14
"TGFB1","ENST00000221930","fs_control",62.49,64.26
"CNOT2","ENST00000229195","fs_control",43.93,39.29
"SCNN1A","ENST00000228916","fs_control",58.66,55.41
"UBA2","ENST00000246548","fs_control",44.25,45.83
"MFN2","ENST00000235329","fs_control",54.66,55.42
"RHOBTB2","ENST00000251822","fs_control",59.48,56.2
"RTN2","ENST00000245923","fs_control",60.38,56.55
"NPRL2","ENST00000232501","fs_control",54.16,57.14
"TTC21B","ENST00000243344","fs_control",39.74,39.73
"NR0B2","ENST00000254227","fs_control",62.92,63.19
"NALCN","ENST00000251127","fs_control",45.97,56.3
"MSTO1","ENST00000245564","fs_control",57.15,58.25
"SMARCC1","ENST00000254480","fs_control",48.76,61.9
"SLC12A5","ENST00000243964","fs_control",57.62,57.82
"DLL4","ENST00000249749","fs_control",60.79,50.54
"ELN","ENST00000252034","fs_control",64.32,64.58
"WNK4","ENST00000246914","fs_control",61.84,59.2
"KLHL24","ENST00000242810","fs_control",42.54,44.52
"MYH2","ENST00000245503","fs_control",50.05,53.16
"C3","ENST00000245907","fs_control",56.41,56.42
"KRT5","ENST00000252242","fs_control",58.94,60.91
"F12","ENST00000253496","fs_control",65.8,70.9
"C9","ENST00000263408","fs_control",41.19,40
"PER2","ENST00000254657","fs_control",56.85,51.74
"CUX2","ENST00000261726","fs_control",63.37,62.61
"GUCY2C","ENST00000261170","fs_control",44.69,47
"SLC40A1","ENST00000261024","fs_control",45.92,41.07
"STAT3","ENST00000264657","fs_control",51.19,47.31
"MIB1","ENST00000261537","fs_control",46.01,42.01
"SETD1A","ENST00000262519","fs_control",62.65,57.64
"CHD5","ENST00000262450","fs_control",59.32,60.63
"FLT4","ENST00000261937","fs_control",62.46,60.49
"EPCAM","ENST00000263735","fs_control",43.28,40.87
"PIKFYVE","ENST00000264380","fs_control",44.62,38.79
"CHRND","ENST00000258385","fs_control",58.69,51.02
"TCF3","ENST00000262965","fs_control",67.23,67.34
"WDR11","ENST00000263461","fs_control",45.2,45.05
"SREBF1","ENST00000261646","fs_control",65.24,78.1
"PDE8B","ENST00000264917","fs_control",51.2,44.57
"F13A1","ENST00000264870","fs_control",49.48,53.07
"GRIA2","ENST00000264426","fs_control",43.93,45.16
"LHX4","ENST00000263726","fs_control",57.37,55.6
"GABBR2","ENST00000259455","fs_control",55.2,51.19
"AAGAB","ENST00000261880","fs_control",45.25,45.55
"MMP13","ENST00000260302","fs_control",44.77,33.33
"PITPNM3","ENST00000262483","fs_control",62.77,62.56
"MARS1","ENST00000262027","fs_control",53.79,48.79
"KMT2C","ENST00000262189","fs_control",45.97,43.31
"SCN1B","ENST00000262631","fs_control",56.47,53.73
"CFC1","ENST00000259216","fs_control",66.37,73.79
"DNAJB11","ENST00000265028","fs_control",46.43,35.71
"DHTKD1","ENST00000263035","fs_control",52.39,52.26
"POLR1A","ENST00000263857","fs_control",53.67,53.42
"FBN2","ENST00000262464","fs_control",49.59,50.71
"ARHGAP31","ENST00000264245","fs_control",54.56,55.45
"AARS1","ENST00000261772","fs_control",53.22,56.31
"GNAO1","ENST00000262493","fs_control",52.49,46.86
"ARFGEF1","ENST00000262215","fs_control",40.27,36.36
"SLC12A2","ENST00000262461","fs_control",46.58,41.52
"ARCN1","ENST00000264028","fs_control",44.4,45.57
"SLC1A2","ENST00000278379","fs_control",50.61,45.36
"MYL3","ENST00000292327","fs_control",55.61,52.05
"WASHC5","ENST00000318410","fs_control",42.53,43.89
"TNPO3","ENST00000265388","fs_control",47.33,43.18
"EGFR","ENST00000275493","fs_control",53.95,55.84
"MAPRE2","ENST00000300249","fs_control",46.54,49.51
"DSC2","ENST00000280904","fs_control",43.02,49.87
"HCN1","ENST00000303230","fs_control",51.66,56.89
"STAT5B","ENST00000293328","fs_control",55.08,60.14
"SIK1","ENST00000270162","fs_control",63.9,71.8
"RLBP1","ENST00000268125","fs_control",56.81,49.44
"ROBO4","ENST00000306534","fs_control",63.03,63.21
"CLCN2","ENST00000265593","fs_control",59.51,54.71
"EIF4A2","ENST00000323963","fs_control",42.97,41.98
"YAP1","ENST00000282441","fs_control",55.84,49.65
"OSBPL2","ENST00000313733","fs_control",53.08,53.88
"SET","ENST00000322030","fs_control",41.61,41.29
"F2","ENST00000311907","fs_control",59.12,51.63
"MYRF","ENST00000278836","fs_control",63.25,62.44
"ERBB3","ENST00000267101","fs_control",53.86,53.99
"SCAF4","ENST00000286835","fs_control",49.94,56.6
"SOST","ENST00000301691","fs_control",68.69,69.13
"GATA6","ENST00000269216","fs_control",68.96,54.55
"TINF2","ENST00000267415","fs_control",54.5,48.17
"PLIN1","ENST00000300055","fs_control",65.58,61.03
"SF3B4","ENST00000271628","fs_control",57.96,61.36
"SCNN1G","ENST00000300061","fs_control",53.54,54.14
"UCHL1","ENST00000284440","fs_control",52.68,52.08
"TMEM43","ENST00000306077","fs_control",55.53,54.61
"AP1G1","ENST00000299980","fs_control",44.07,47.4
"RAD51","ENST00000267868","fs_control",47.75,44.17
"NCSTN","ENST00000294785","fs_control",51.27,52.07
"VCAN","ENST00000265077","fs_control",43.33,36.67
"KIT","ENST00000288135","fs_control",44.93,43.35
"AXIN2","ENST00000307078","fs_control",58.53,44.14
"SLC25A4","ENST00000281456","fs_control",54.96,55.41
"DHX37","ENST00000308736","fs_control",61.14,62.22
"COL6A3","ENST00000295550","fs_control",54.38,42.61
"KDM3B","ENST00000314358","fs_control",51.87,41.29
"CDH11","ENST00000268603","fs_control",50.82,50.79
"RANBP2","ENST00000283195","fs_control",40.11,38.42
"GLS","ENST00000320717","fs_control",46.52,41.41
"NODAL","ENST00000287139","fs_control",59.48,53.55
"CLTC","ENST00000269122","fs_control",42.24,41.86
"ZNF408","ENST00000311764","fs_control",62.78,62.1
"PDE11A","ENST00000286063","fs_control",48.47,47.49
"VAMP2","ENST00000316509","fs_control",57.83,57.82
"WNK1","ENST00000315939","fs_control",50.19,48.44
"HPD","ENST00000289004","fs_control",54.57,54.25
"DNAAF4","ENST00000321149","fs_control",38.64,39.31
"COG4","ENST00000323786","fs_control",53.08,60.73
"PCSK9","ENST00000302118","fs_control",65.56,65.55
"CNOT1","ENST00000317147","fs_control",45.17,38.67
"RB1","ENST00000267163","fs_control",39,39.83
"PLG","ENST00000308192","fs_control",50.23,50.41
"LEMD2","ENST00000293760","fs_control",64.09,58.51
"CTNNA1","ENST00000302763","fs_control",49.87,54.29
"PPP2R1A","ENST00000322088","fs_control",59.04,56.45
"ALB","ENST00000295897","fs_control",42.95,46.38
"ATP1A1","ENST00000295598","fs_control",49.64,51.54
"TMC1","ENST00000297784","fs_control",44.2,44.03
"BFSP2","ENST00000302334","fs_control",58.49,56.84
"GLRA1","ENST00000274576","fs_control",51.11,51.3
"KCNT2","ENST00000294725","fs_control",40.67,37.25
"FLNB","ENST00000295956","fs_control",55.82,58.74
"MAP1B","ENST00000296755","fs_control",48.41,53.27
"KLHL3","ENST00000309755","fs_control",53.29,53.15
"KRT16","ENST00000301653","fs_control",61.25,61.26
"BUB1B","ENST00000287598","fs_control",43.39,41.7
"MYH11","ENST00000300036","fs_control",56.41,61
"ANTXR1","ENST00000303714","fs_control",52.86,47.83
"NLRP12","ENST00000324134","fs_control",58.22,54.67
"SPINK1","ENST00000296695","fs_control",44.17,44
"INSR","ENST00000302850","fs_control",55.6,56.3
"PRDM16","ENST00000270722","fs_control",62.59,62.68
"PRPF8","ENST00000304992","fs_control",52.21,55.03
"NAA15","ENST00000296543","fs_control",38.25,40.51
"SRRM2","ENST00000301740","fs_control",55.61,72.09
"UBAP1","ENST00000297661","fs_control",47.91,47.78
"WDFY3","ENST00000295888","fs_control",45.65,49.63
"POLE","ENST00000320574","fs_control",56.13,56.04
"SF3B2","ENST00000322535","fs_control",56.1,53.85
"CPA6","ENST00000297770","fs_control",42.85,43.92
"KCNMA1","ENST00000286628","fs_control",50.44,49.31
"CAMTA1","ENST00000303635","fs_control",57.13,54.87
"SNRNP200","ENST00000323853","fs_control",52.49,52.02
"RBP4","ENST00000371464","fs_control",59.57,58.61
"ACTN2","ENST00000366578","fs_control",53.82,54.51
"COL9A1","ENST00000357250","fs_control",56.22,59.66
"MTOR","ENST00000361445","fs_control",53.14,53.34
"EFHC1","ENST00000371068","fs_control",44.1,42.86
"CHRNA1","ENST00000348749","fs_control",51.38,52.09
"GLMN","ENST00000370360","fs_control",35.24,36.81
"CDC73","ENST00000367435","fs_control",43.98,38.94
"HMGA2","ENST00000403681","fs_control",57.88,61.54
"EYA4","ENST00000355286","fs_control",45.21,44
"DEAF1","ENST00000382409","fs_control",62.96,59.48
"LMNB2","ENST00000325327","fs_control",66.4,65.31
"COL11A1","ENST00000370096","fs_control",52.02,37.14
"KIF21A","ENST00000361418","fs_control",42.19,42.98
"TRIO","ENST00000344204","fs_control",54.4,56.44
"LMNA","ENST00000368300","fs_control",63.26,62.57
"PAX3","ENST00000392070","fs_control",57.39,58.14
"HK1","ENST00000359426","fs_control",53.34,54.85
"SLC30A2","ENST00000374276","fs_control",58,56.9
"CACNA1D","ENST00000350061","fs_control",49.12,59.65
"SYNE1","ENST00000367255","fs_control",46.73,46.61
"MYL4","ENST00000393450","fs_control",56.73,57.93
"LDB3","ENST00000361373","fs_control",62.55,63.4
"ARID2","ENST00000334344","fs_control",44.06,38.83
"ERBB4","ENST00000342788","fs_control",46.98,50.7
"ATP6V0C","ENST00000330398","fs_control",63.46,63.9
"SYCP2","ENST00000357552","fs_control",34.68,38.31
"COL5A2","ENST00000374866","fs_control",55.91,42.77
"CACNA1C","ENST00000399655","fs_control",56.68,56.52
"PRODH","ENST00000357068","fs_control",62.84,61.85
"GATAD2B","ENST00000368655","fs_control",50.95,55.9
"TBXT","ENST00000366876","fs_control",60.34,55.51
"COCH","ENST00000396618","fs_control",45.92,46.08
"SYT2","ENST00000367268","fs_control",54.37,52.65
"SON","ENST00000356577","fs_control",48.26,41.6
"NEXN","ENST00000334785","fs_control",37.67,40.97
"ENG","ENST00000373203","fs_control",61.41,60.77
"FN1","ENST00000354785","fs_control",51.52,52.07
"PTPN11","ENST00000351677","fs_control",45.34,51.39
"RORA","ENST00000335670","fs_control",47.58,39.08
"RAD54L","ENST00000371975","fs_control",52.76,52.34
"TBP","ENST00000392092","fs_control",49.41,32.2
"PER3","ENST00000377532","fs_control",51.25,46.51
"DNM1","ENST00000372923","fs_control",59.38,57.01
"CARD11","ENST00000396946","fs_control",58.79,59.07
"SMARCA4","ENST00000344626","fs_control",61.29,68.18
"PRPF3","ENST00000324862","fs_control",47.95,46.26
"TRIM71","ENST00000383763","fs_control",64.1,59.35
"KCTD17","ENST00000403888","fs_control",64.44,64.85
"FASLG","ENST00000367721","fs_control",52.96,51.5
"ADCY10","ENST00000367851","fs_control",43.89,44.98
"COPB2","ENST00000333188","fs_control",43.77,44.09
"BEST1","ENST00000378043","fs_control",54.84,54.07
"BICC1","ENST00000373886","fs_control",47.59,42.42
"ZP3","ENST00000394857","fs_control",57.41,56.98
"LRP4","ENST00000378623","fs_control",56.87,54.18
"TRPC3","ENST00000379645","fs_control",50.29,35.35
"CSF3R","ENST00000373106","fs_control",61.93,62.62
"NFIB","ENST00000380953","fs_control",48.35,48.11
"ETV6","ENST00000396373","fs_control",53.2,48.45
"KCNQ3","ENST00000388996","fs_control",56.28,55.92
"PRKD1","ENST00000331968","fs_control",48.7,50
"SMC3","ENST00000361804","fs_control",39,37.01
"TLK2","ENST00000346027","fs_control",43.72,49.42
"GRIN1","ENST00000371561","fs_control",60.81,59.98
"SPTAN1","ENST00000372739","fs_control",53.19,55.23
"CTNND1","ENST00000399050","fs_control",50.95,47.3
"HTT","ENST00000355072","fs_control",52.56,61.65
"BNC1","ENST00000345382","fs_control",51.36,51.39
"DNA2","ENST00000358410","fs_control",39.74,37.5
"YARS1","ENST00000373477","fs_control",50.09,48.77
"NR3C1","ENST00000394464","fs_control",44.04,40.33
"MYPN","ENST00000358913","fs_control",50.21,52.2
"PKP2","ENST00000340811","fs_control",53.34,46.8
"CAPRIN1","ENST00000341394","fs_control",49.01,47.67
"RHAG","ENST00000371175","fs_control",46.67,50.44
"KLHL7","ENST00000339077","fs_control",42.42,41.46
"HTRA1","ENST00000368984","fs_control",60.15,50.57
"ABCA4","ENST00000370225","fs_control",52.58,53.45
"KCNQ5","ENST00000370398","fs_control",50.95,49.85
"VPS16","ENST00000380445","fs_control",57.34,54.43
"SMARCE1","ENST00000348513","fs_control",48.54,48.26
"STAT1","ENST00000361099","fs_control",46.12,56.92
"DSTYK","ENST00000367162","fs_control",53.05,53.31
"ATL1","ENST00000358385","fs_control",43.11,43.25
"GARS1","ENST00000389266","fs_control",47.48,51.71
"RYR2","ENST00000366574","fs_control",46.22,39.11
"IMPG1","ENST00000369950","fs_control",45.45,42.22
"BRPF1","ENST00000383829","fs_control",57.44,57.08
"DDX41","ENST00000330503","fs_control",58.11,57.99
"CD46","ENST00000367042","fs_control",42.42,41.07
"SIN3A","ENST00000394947","fs_control",48.74,54.51
"KDM1A","ENST00000400181","fs_control",50.78,50.38
"CNNM2","ENST00000369878","fs_control",57.15,50.71
"CLCN7","ENST00000382745","fs_control",61.75,62.94
"MED13","ENST00000397786","fs_control",42.39,46.63
"KCNT1","ENST00000371757","fs_control",62.62,64
"CYP19A1","ENST00000396402","fs_control",45.04,43.43
"MYBPC1","ENST00000361466","fs_control",45.93,46
"CHRNA4","ENST00000370263","fs_control",64.01,67.51
"CHD3","ENST00000330494","fs_control",55.11,55.42
"CSNK2B","ENST00000375882","fs_control",52.47,50.26
"BFSP1","ENST00000377873","fs_control",56.01,51.09
"EGLN1","ENST00000366641","fs_control",60.81,37.61
"NF1","ENST00000358273","fs_control",42.95,50.74
"CACNA1E","ENST00000367573","fs_control",54.68,62.82
"GRHL3","ENST00000361548","fs_control",54.67,42.98
"ADGRL1","ENST00000361434","fs_control",62.99,67.01
"CDC42BPB","ENST00000361246","fs_control",54.15,56.27
"SPTBN1","ENST00000356805","fs_control",53.59,42.39
"GNB1","ENST00000378609","fs_control",56.01,60.64
"USP7","ENST00000344836","fs_control",43.28,46.85
"TBX18","ENST00000369663","fs_control",56.85,54.62
"SLC16A1","ENST00000369626","fs_control",46.44,46.32
"KCNQ4","ENST00000347132","fs_control",64.61,64.15
"CFAP43","ENST00000357060","fs_control",40.7,35.83
"ABCA1","ENST00000374736","fs_control",50.12,42.95
"ANK2","ENST00000357077","fs_control",47.43,46.48
"ATR","ENST00000350721","fs_control",39.99,44.81
"CTRC","ENST00000375949","fs_control",60.84,61.4
"PLCD1","ENST00000334661","fs_control",59.49,59.6
"JPH1","ENST00000342232","fs_control",57.75,42.22
"EFEMP1","ENST00000355426","fs_control",47.5,41.81
"NCDN","ENST00000373243","fs_control",63.84,63.13
"TBK1","ENST00000331710","fs_control",37.44,38.1
"COL9A2","ENST00000372748","fs_control",68.26,68.8
"PSAP","ENST00000394936","fs_control",55.24,55.4
"TMEM63A","ENST00000366835","fs_control",55.2,58.43
"TNNI3","ENST00000344887","fs_control",59.72,62.41
"VCP","ENST00000358901","fs_control",50.85,50.48
"EMILIN1","ENST00000380320","fs_control",67.13,65.54
"CASQ1","ENST00000368078","fs_control",51.22,50.57
"NPR2","ENST00000342694","fs_control",54.52,56.52
"TFAP2B","ENST00000393655","fs_control",58.35,58.31
"GNAL","ENST00000334049","fs_control",53.59,47.34
"RBM20","ENST00000369519","fs_control",56.73,52.55
"BMPR2","ENST00000374580","fs_control",45.43,48.85
"GNAI3","ENST00000369851","fs_control",42.35,36.96
"NFIA","ENST00000403491","fs_control",51.05,50.3
"QRICH1","ENST00000395443","fs_control",53.67,49.75
"GLUL","ENST00000331872","fs_control",53.03,54.55
"OPTN","ENST00000378747","fs_control",47.23,54.8
"PLCB4","ENST00000378473","fs_control",42.39,43.32
"TBX6","ENST00000395224","fs_control",64.68,63.71
"SKI","ENST00000378536","fs_control",68.18,66.44
"MYOCD","ENST00000425538","fs_control",52.38,50.93
"CTNNA3","ENST00000433211","fs_control",44.49,46.73
"ADGRV1","ENST00000405460","fs_control",42.57,50.66
"SLC6A5","ENST00000525748","fs_control",53.88,52.29
"OPLAH","ENST00000618853","fs_control",66.67,68.94
"ZMYM2","ENST00000610343","fs_control",39.7,35.69
"TRRAP","ENST00000456197","fs_control",53.05,54.51
"WDR26","ENST00000414423","fs_control",51.84,44.78
"DMXL2","ENST00000560891","fs_control",41.03,47.37
"DNM1L","ENST00000549701","fs_control",42.42,47.22
"ADCY5","ENST00000462833","fs_control",62.63,58.45
"PARN","ENST00000437198","fs_control",42.34,50.37
"SLC39A5","ENST00000454355","fs_control",63.52,67.58
"DIABLO","ENST00000464942","fs_control",47.5,51.48
"PDE10A","ENST00000539869","fs_control",54.48,47.62
"TBL1XR1","ENST00000457928","fs_control",42.39,41.3
"TAB2","ENST00000637181","fs_control",43.52,42.56
"DHX30","ENST00000445061","fs_control",59.58,66.32
"KMT2A","ENST00000534358","fs_control",48.12,47.93
"SH3TC2","ENST00000515425","fs_control",55.06,58.82
"PUM1","ENST00000426105","fs_control",51.75,52.11
"DCC","ENST00000442544","fs_control",48.96,49.17
"SYNE2","ENST00000555002","fs_control",42.67,45.81
"IKBKB","ENST00000520810","fs_control",54.21,53.85
"KIF5C","ENST00000435030","fs_control",49.48,48.59
"MEIS2","ENST00000561208","fs_control",53.42,50.5
"POLG2","ENST00000539111","fs_control",46.98,33.79
"PPP1R12A","ENST00000450142","fs_control",42,41.36
"CFB","ENST00000425368","fs_control",52.03,50.36
"ACD","ENST00000620761","fs_control",62.82,60.82
"PIK3R1","ENST00000521381","fs_control",41.98,47.86
"EXT2","ENST00000533608","fs_control",49.79,49.71
"ITGB3","ENST00000559488","fs_control",54.71,55.16
"POLRMT","ENST00000588649","fs_control",66.23,66.03
"KCNC3","ENST00000477616","fs_control",69,64.63
"PNPT1","ENST00000447944","fs_control",40.82,42.86
"HARS1","ENST00000504156","fs_control",53.27,54.86
"TNNT1","ENST00000588981","fs_control",59.98,60.08
"SPOP","ENST00000504102","fs_control",47.91,53.3
"NEFL","ENST00000610854","fs_control",59.13,56.8
"PBX1","ENST00000420696","fs_control",53.67,54.11
"PROM1","ENST00000447510","fs_control",42.92,35.65
"POLD1","ENST00000440232","fs_control",64.95,64.87
"BMPR1B","ENST00000515059","fs_control",44.86,50.32
"CPSF1","ENST00000616140","fs_control",62.42,62.77
"MEF2C","ENST00000504921","fs_control",50.49,53.5
"MAPK8IP3","ENST00000610761","fs_control",63.03,65.1
"PAX8","ENST00000429538","fs_control",61.05,61.75
"PERP","ENST00000421351","fs_control",58.76,52.06
"HNRNPU","ENST00000640218","fs_control",50.36,42.57
