design,pair_id,stratum,role,is_disease,hgnc_symbol,uniprot,ensembl_transcript_id,group,Pfam_flag,Protein_feature_flag,Structured_domain_flag,SLiM_flag,MoRF_flag,PTM_flag,NLS_flag,LCS_flag,PPI_flag,cds_length,NMDesc_region_length,exon_num,gc_content,nmdesc_gc_content,repeat_fraction,nmdesc_repeat_fraction,homopolymer_fraction,nmdesc_homopolymer_fraction,pfam_overlap_length,pfam_overlap_fraction,degree_centrality,pLI,oe_lof_upper,tau,n_flags_set,n_flags_available
matched,SNV_0080,SNV,control,0,TGFBR1,P36897,ENST00000374994,snv_control,1,1.0,1.0,,,1.0,,1.0,1.0,1512,177,9,44.78,41.24,0.6025132275132276,0.6271186440677966,0.0502645502645502,0.0677966101694915,132,0.7457627118644068,0.0773638968481375,0.85379,0.383,0.8149150555343961,6.0,6
matched,SNV_0081,SNV,case,1,STXBP1,P61764,ENST00000373299,snv,1,1.0,1.0,,,1.0,,1.0,0.0,1785,134,19,52.94,49.25,0.5871148459383754,0.5970149253731343,0.0616246498599439,0.0597014925373134,89,0.664179104477612,0.0458452722063037,1.0,0.086,0.9155788419601012,5.0,6
matched,SNV_0081,SNV,control,0,NOP56,O00567,ENST00000329276,snv_control,0,1.0,0.0,,,1.0,1.0,1.0,0.0,1785,417,12,51.6,47.96,0.6274509803921569,0.7218225419664268,0.0633053221288515,0.1127098321342925,0,0.0,0.0315186246418338,0.62098,0.404,0.6795762885991379,4.0,7
matched,SNV_0082,SNV,case,1,EPOR,P19235,ENST00000222139,snv,0,1.0,0.0,,,1.0,,1.0,1.0,1527,663,8,64.44,60.78,0.6051080550098232,0.6108597285067874,0.0753110674525212,0.0950226244343891,0,0.0,0.0229226361031518,0.0101,0.652,0.9294577335768076,4.0,6
matched,SNV_0082,SNV,control,0,MMP19,Q99542,ENST00000322569,snv_control,1,1.0,1.0,,,0.0,,1.0,0.0,1527,390,9,55.8,52.56,0.6155861165684349,0.5974358974358974,0.0589390962671905,0.041025641025641,270,0.6923076923076923,,1.9975e-20,1.467,0.9249707564499184,4.0,6
matched,SNV_0083,SNV,case,1,FH,P07954,ENST00000366560,snv,1,1.0,1.0,,,1.0,0.0,1.0,1.0,1533,194,10,45.99,43.3,0.5805609915198956,0.5670103092783505,0.0652315720808871,0.0463917525773195,159,0.8195876288659794,0.0200573065902578,0.08824,0.544,0.5949981474346508,6.0,7
matched,SNV_0083,SNV,control,0,ARCN1,P48444,ENST00000264028,snv_control,1,1.0,1.0,,,1.0,,0.0,0.0,1536,141,10,44.4,41.13,0.5944010416666666,0.5957446808510638,0.0729166666666666,0.0921985815602836,108,0.7659574468085106,0.0200573065902578,0.99997,0.101,0.6788582238838344,4.0,6
matched,SNV_0084,SNV,case,1,SMARCD1,Q96GM5,ENST00000394963,snv,0,1.0,0.0,,,1.0,0.0,1.0,1.0,1548,105,13,53.62,53.33,0.5975452196382429,0.6476190476190476,0.0574935400516795,0.0,0,0.0,0.0458452722063037,0.99947,0.206,0.5342432320363005,4.0,7
matched,SNV_0084,SNV,control,0,FAR1,Q8WVX9,ENST00000354817,snv_control,0,1.0,1.0,,,1.0,,1.0,0.0,1548,214,12,40.44,39.25,0.6136950904392765,0.5,0.0568475452196382,0.0841121495327102,10,0.0467289719626168,,0.98504,0.299,0.6287578851267077,4.0,6
matched,SNV_0085,SNV,case,1,TGFBR2,P37173,ENST00000295754,snv,1,1.0,1.0,,,1.0,,1.0,1.0,1704,231,7,52.41,57.58,0.5733568075117371,0.5670995670995671,0.0352112676056338,0.0173160173160173,138,0.5974025974025974,0.0744985673352435,0.12535,0.519,0.7609918217400896,6.0,6
matched,SNV_0085,SNV,control,0,TRAF3,Q13114,ENST00000392745,snv_control,1,1.0,1.0,0.0,,1.0,,1.0,1.0,1707,623,12,51.85,54.09,0.5758640890451083,0.5762439807383628,0.0656121851200937,0.0690208667736757,360,0.5778491171749599,0.0171919770773638,0.99869,0.224,0.8370313732543891,6.0,7
matched,SNV_0086,SNV,case,1,LGI1,O95970,ENST00000371418,snv,1,1.0,1.0,,,1.0,,0.0,1.0,1674,887,8,39.96,39.57,0.6248506571087217,0.6200676437429538,0.0854241338112305,0.060879368658399,791,0.8917700112739572,0.0257879656160458,0.99914,0.191,0.8947602205259692,5.0,6
matched,SNV_0086,SNV,control,0,HNF1B,P35680,ENST00000610754,snv_control,1,0.0,1.0,,,1.0,0.0,1.0,0.0,1674,72,9,58.42,45.83,0.6314217443249701,0.4861111111111111,0.0675029868578255,0.0,48,0.6666666666666666,0.0343839541547277,0.99976,0.168,0.943050086209778,4.0,7
matched,SNV_0087,SNV,case,1,NARS1,O43776,ENST00000256854,snv,1,1.0,1.0,,,1.0,,0.0,1.0,1647,183,14,45.84,46.45,0.5950212507589556,0.6120218579234973,0.066180935033394,0.087431693989071,159,0.8688524590163934,0.0057306590257879,,,0.6189661366680377,5.0,6
matched,SNV_0087,SNV,control,0,ERF,P50548,ENST00000222329,snv_control,0,1.0,1.0,,,1.0,1.0,1.0,1.0,1647,1325,4,65.7,67.7,0.6272009714632666,0.6203773584905661,0.1402550091074681,0.1524528301886792,0,0.0,,0.98968,0.261,0.5692735630522594,6.0,7
random,FS_0001,FS,case,1,APOB,,ENST00000707961,fs,1,,,,,,,,,13692,1656,29,43.34,39.98,0.6125474729769208,0.626207729468599,0.0642711072158924,0.0664251207729468,168,0.1014492753623188,0.0489130434782608,1.9234e-16,0.461,0.9704626348087624,1.0,1
random,FS_0001,FS,control,0,SREBF1,P36956,ENST00000261646,fs_control,0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,3444,137,19,65.24,78.1,0.6106271777003485,0.635036496350365,0.0754936120789779,0.0948905109489051,0,0.0,0.0516304347826086,0.014708,0.45,0.8257534475339722,4.0,8
random,FS_0002,FS,case,1,ARID1A,O14497,ENST00000324856,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,6858,1834,20,59.83,54.53,0.6396908719743365,0.623773173391494,0.0854476523767862,0.0523446019629225,768,0.4187568157033806,0.0760869565217391,1.0,0.071,0.6004483262813832,7.0,7
random,FS_0002,FS,control,0,ATP1A1,P05023,ENST00000295598,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,3072,1465,23,49.64,51.54,0.5960286458333334,0.5945392491467577,0.064453125,0.0423208191126279,634,0.4327645051194539,0.0380434782608695,1.0,0.121,0.7186263125831132,5.0,6
random,FS_0003,FS,case,1,AUTS2,Q8WXX7,ENST00000342771,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,3780,1051,19,61.38,64.8,0.6298941798941798,0.6137012369172217,0.0833333333333333,0.0561370123691722,120,0.1141769743101807,0.0081521739130434,0.99934,0.253,0.6768557349672472,6.0,7
random,FS_0003,FS,control,0,TMEM43,Q9BTV4,ENST00000306077,fs_control,1,0.0,1.0,,,1.0,1.0,1.0,0.0,1203,531,12,55.53,54.61,0.6259351620947631,0.5875706214689266,0.0748129675810473,0.0998116760828625,531,1.0,0.0244565217391304,1.1608e-12,1.276,0.7138330599841092,5.0,7
random,FS_0004,FS,case,1,BARD1,Q99728,ENST00000260947,fs,0,1.0,1.0,,,1.0,1.0,1.0,1.0,2334,391,11,43.92,47.06,0.5685518423307626,0.5703324808184144,0.0599828620394173,0.0434782608695652,0,0.0,0.0271739130434782,1.3777e-24,1.358,0.8315869733659963,6.0,7
random,FS_0004,FS,control,0,WNK4,Q96J92,ENST00000246914,fs_control,1,1.0,0.0,1.0,,1.0,,1.0,1.0,3732,1831,19,61.84,59.2,0.6229903536977492,0.6297105406881486,0.0959271168274383,0.1141452758055707,219,0.119606772255598,0.0163043478260869,6.8806000000000005e-25,1.049,0.9462047566034216,6.0,7
random,FS_0005,FS,case,1,BCL11B,Q9C0K0,ENST00000357195,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,2685,682,4,68.79,69.21,0.6093109869646183,0.5718475073313783,0.0614525139664804,0.0425219941348973,210,0.3079178885630498,0.0353260869565217,0.98881,0.282,0.8928316712782485,6.0,7
random,FS_0005,FS,control,0,TMEM127,O75204,ENST00000258439,fs_control,1,0.0,,,,1.0,,1.0,0.0,717,379,4,61.79,55.67,0.6094839609483961,0.6015831134564644,0.0376569037656903,0.0343007915567282,289,0.762532981530343,0.0081521739130434,0.012865,1.154,0.4114992185367273,3.0,5
random,FS_0006,FS,case,1,BPTF,Q12830,ENST00000306378,fs,1,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,8763,90,28,45.65,40.0,0.6226178249457949,0.5333333333333333,0.0801095515234508,0.0888888888888888,47,0.5222222222222223,0.0760869565217391,1.0,0.099,0.6207705677950959,7.0,8
random,FS_0006,FS,control,0,TUBB1,Q9H4B7,ENST00000217133,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,1356,1135,4,55.68,56.04,0.5899705014749262,0.5859030837004405,0.0523598820058997,0.0555066079295154,814,0.7171806167400882,0.0135869565217391,1.0217e-07,1.352,0.9729619288038728,5.0,6
random,FS_0007,FS,case,1,BRCA1,P38398,ENST00000357654,fs,1,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,5592,233,23,41.22,53.22,0.6074749642346209,0.575107296137339,0.0742131616595136,0.0,233,1.0,0.1114130434782608,9.215699999999999e-29,0.915,0.91741549838723,7.0,8
random,FS_0007,FS,control,0,SIN3A,Q96ST3,ENST00000394947,fs_control,1,0.0,1.0,,,1.0,0.0,1.0,0.0,3822,255,21,48.74,54.51,0.6083202511773941,0.5882352941176471,0.0546834118262689,0.0470588235294117,39,0.1529411764705882,0.0679347826086956,1.0,0.07,0.5197761551504059,4.0,7
random,FS_0008,FS,case,1,CACNA1A,O00555,ENST00000360228,fs,0,1.0,0.0,,,1.0,,1.0,0.0,7521,688,47,59.65,74.27,0.6263794708150512,0.688953488372093,0.078978859194256,0.129360465116279,0,0.0,0.0516304347826086,1.0,0.134,0.9763424528844012,3.0,6
random,FS_0008,FS,control,0,MMP13,P45452,ENST00000260302,fs_control,1,1.0,1.0,,,0.0,,0.0,1.0,1416,81,10,44.77,33.33,0.6214689265536724,0.6296296296296297,0.0783898305084745,0.1234567901234567,75,0.925925925925926,0.0353260869565217,7.8767e-18,1.524,0.979136065763328,4.0,6
random,FS_0009,FS,case,1,CAPN3,P20807,ENST00000397163,fs,1,1.0,1.0,,,1.0,,0.0,1.0,2466,209,24,52.64,47.37,0.5847526358475263,0.5406698564593302,0.0604217356042173,0.0382775119617224,170,0.8133971291866029,0.0108695652173913,3.5865e-19,0.965,0.8876214848675705,5.0,6
random,FS_0009,FS,control,0,TWNK,Q96RR1,ENST00000311916,fs_control,1,1.0,0.0,,,1.0,,1.0,0.0,2055,263,5,55.09,52.47,0.5868613138686132,0.596958174904943,0.0763990267639902,0.0380228136882129,36,0.1368821292775665,0.0163043478260869,,,0.7620640402624161,4.0,6
random,FS_0010,FS,case,1,CASR,P41180,ENST00000639785,fs,1,1.0,1.0,1.0,,1.0,,1.0,1.0,3237,1637,7,54.34,57.79,0.6098239110287303,0.5986560781918143,0.0531356194006796,0.0415394013439218,918,0.5607819181429444,0.029891304347826,0.046698,0.451,0.9777185826565262,7.0,7
random,FS_0010,FS,control,0,KLHL24,Q6TFL4,ENST00000242810,fs_control,1,0.0,1.0,,,1.0,,0.0,0.0,1803,301,8,42.54,44.52,0.5740432612312812,0.5348837209302325,0.0637825845812534,0.0531561461794019,152,0.5049833887043189,0.0027173913043478,0.0016745,0.65,0.5270409086893303,3.0,6
random,FS_0011,FS,case,1,CELF2,,ENST00000633077,fs,1,,,,,,,,,1566,370,13,52.81,53.51,0.5810983397190294,0.6135135135135135,0.0472541507024265,0.0351351351351351,178,0.4810810810810811,0.0081521739130434,0.99965,0.174,0.7401038850936863,1.0,1
random,FS_0011,FS,control,0,PPP1R12A,O14974,ENST00000450142,fs_control,1,1.0,1.0,0.0,,1.0,,1.0,1.0,3093,162,25,42.0,41.36,0.61332040090527,0.6419753086419753,0.078564500484966,0.1358024691358024,162,1.0,0.0135869565217391,1.0,0.13,0.7564154437638758,6.0,7
random,FS_0012,FS,case,1,CFTR,P13569,ENST00000003084,fs,0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,4443,205,27,41.53,50.24,0.6103983794733289,0.6195121951219512,0.0735989196488858,0.0829268292682926,0,0.0,0.0733695652173913,2.1735e-58,1.307,0.9355332694426448,6.0,8
random,FS_0012,FS,control,0,ALB,P02768,ENST00000295897,fs_control,1,1.0,1.0,,,1.0,,0.0,1.0,1830,138,14,42.95,46.38,0.6377049180327868,0.6159420289855072,0.0852459016393442,0.1014492753623188,110,0.7971014492753623,0.1983695652173913,0.64329,0.387,0.9780262459291212,5.0,6
random,FS_0013,FS,case,1,CLCN1,P35523,ENST00000343257,fs,0,1.0,0.0,,,1.0,,1.0,1.0,2967,508,23,55.81,61.22,0.6110549376474553,0.6259842519685039,0.0684192787327266,0.1200787401574803,0,0.0,0.0217391304347826,3.2501e-20,0.994,0.9856117524179188,4.0,6
random,FS_0013,FS,control,0,DSC2,Q02487,ENST00000280904,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,2706,383,16,43.02,49.87,0.6130820399113082,0.6031331592689295,0.08130081300813,0.0966057441253263,143,0.3733681462140992,0.0380434782608695,5.1749e-08,0.689,0.9557419418639144,5.0,6
random,FS_0014,FS,case,1,COL12A1,Q99715,ENST00000322507,fs,1,1.0,1.0,,,1.0,,1.0,0.0,9192,4475,66,46.63,48.8,0.6102045256744996,0.5946368715083798,0.064621409921671,0.0545251396648044,3137,0.7010055865921788,0.0353260869565217,0.97361,0.282,0.9271612844620226,5.0,6
random,FS_0014,FS,control,0,NDNF,Q8TB73,ENST00000379692,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,1707,1447,4,44.93,44.92,0.5916813122437024,0.5998617829993089,0.0679554774458113,0.0697995853489979,1204,0.8320663441603318,0.0054347826086956,0.38029,0.512,0.9371333216748924,5.0,6
random,FS_0015,FS,case,1,COL2A1,P02458,ENST00000380518,fs,1,1.0,1.0,,,1.0,,1.0,0.0,4464,229,54,63.4,55.9,0.6373207885304659,0.4978165938864629,0.082437275985663,0.0349344978165938,229,1.0,0.0652173913043478,1.0,0.134,0.9563499210426892,5.0,6
random,FS_0015,FS,control,0,RPL15,P61313,ENST00000307839,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,615,316,4,53.98,48.73,0.6113821138211382,0.6392405063291139,0.0357723577235772,0.0443037974683544,316,1.0,0.0217391304347826,0.97146,0.272,0.6589645849399552,5.0,6
random,FS_0016,FS,case,1,COL3A1,,ENST00000708566,fs,1,,,,,,,,,4401,198,51,56.9,43.94,0.6255396500795274,0.5858585858585859,0.0658941149738695,0.0656565656565656,192,0.9696969696969696,0.0652173913043478,1.0,0.098,0.894625379304126,1.0,1
random,FS_0016,FS,control,0,ADCY5,O95622,ENST00000462833,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,3786,1841,21,62.63,58.45,0.5792393026941363,0.5420966865833786,0.0530903328050713,0.0363932645301466,797,0.4329168929929386,0.0353260869565217,0.99928,0.254,0.8273862016461193,6.0,6
random,FS_0017,FS,case,1,COL5A1,P20908,ENST00000371817,fs,1,1.0,1.0,1.0,,1.0,,1.0,0.0,5517,2787,66,64.38,66.06,0.6733732100779409,0.6860423394330821,0.1152800435019032,0.131324004305705,868,0.3114459992823825,0.0489130434782608,1.0,0.055,0.8905803158853768,6.0,7
random,FS_0017,FS,control,0,TBX5,Q99593,ENST00000405440,fs_control,0,1.0,0.0,,,1.0,1.0,1.0,0.0,1557,531,9,55.56,58.76,0.5921644187540142,0.6195856873822976,0.0667951188182402,0.0564971751412429,0,0.0,0.0489130434782608,0.99954,0.135,0.974067016164458,4.0,7
random,FS_0018,FS,case,1,COMP,P49747,ENST00000222271,fs,1,1.0,1.0,,,,,1.0,1.0,2274,1028,19,64.03,60.31,0.575197889182058,0.566147859922179,0.0576077396657871,0.0389105058365758,880,0.8560311284046692,0.0271739130434782,1.3462e-09,0.765,0.9813115249061096,5.0,5
random,FS_0018,FS,control,0,ATP2A2,P16615,ENST00000539276,fs_control,1,1.0,1.0,,,1.0,,0.0,0.0,3129,346,20,48.61,55.2,0.5953978906999041,0.5144508670520231,0.0527325023969319,0.0520231213872832,212,0.6127167630057804,0.0570652173913043,0.99945,0.246,0.9087594433197936,4.0,6
random,FS_0019,FS,case,1,CPT2,P23786,ENST00000371486,fs,1,1.0,1.0,,,1.0,,1.0,0.0,1977,363,5,52.81,54.27,0.6059686393525544,0.6391184573002755,0.0703085483055134,0.024793388429752,341,0.9393939393939394,0.0135869565217391,4.598e-10,1.172,0.7075024711329804,5.0,6
random,FS_0019,FS,control,0,CDK13,Q14004,ENST00000181839,fs_control,0,1.0,0.0,,,1.0,1.0,1.0,0.0,4539,730,14,52.19,49.18,0.633399427186605,0.5356164383561643,0.074245428508482,0.0328767123287671,0,0.0,0.0135869565217391,0.90753,0.324,0.5472628635624418,4.0,7
random,FS_0020,FS,case,1,CRB1,P82279,ENST00000367400,fs,1,1.0,1.0,,,1.0,,1.0,1.0,4221,239,12,45.34,50.21,0.6095711916607439,0.5648535564853556,0.0549632788438758,0.0334728033472803,93,0.3891213389121339,0.046195652173913,5.6266e-16,0.829,0.9020711773057192,6.0,6
random,FS_0020,FS,control,0,PROK2,Q9HC23,ENST00000295619,fs_control,1,1.0,1.0,,,,,1.0,1.0,390,153,4,52.82,43.79,0.676923076923077,0.7320261437908496,0.1128205128205128,0.1568627450980392,153,1.0,0.0081521739130434,0.013828,1.645,0.9940968697600602,5.0,5
random,FS_0021,FS,case,1,CREBBP,Q92793,ENST00000262367,fs,1,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,7329,2225,31,56.88,65.66,0.611679628871606,0.6049438202247192,0.0814572247237003,0.0957303370786516,643,0.2889887640449438,0.1494565217391304,1.0,0.066,0.594436502706408,7.0,8
random,FS_0021,FS,control,0,EVC,P57679,ENST00000264956,fs_control,0,1.0,,,,0.0,,1.0,0.0,2979,145,21,59.08,59.31,0.6176569318563276,0.6551724137931034,0.0637797918764686,0.2275862068965517,0,0.0,0.0081521739130434,3.4620000000000003e-25,1.064,0.7929095800645476,2.0,5
random,FS_0022,FS,case,1,CXCR4,P61073,ENST00000241393,fs,1,1.0,1.0,,,1.0,,1.0,1.0,1059,533,2,50.33,51.22,0.5986779981114259,0.6303939962476548,0.0339943342776204,0.0225140712945591,443,0.8311444652908068,0.0788043478260869,0.017804,1.052,0.967737385144853,6.0,6
random,FS_0022,FS,control,0,SCNN1A,P37088,ENST00000228916,fs_control,1,1.0,1.0,1.0,,1.0,,1.0,1.0,2010,379,13,58.66,55.41,0.5935323383084578,0.5699208443271768,0.0681592039800995,0.0343007915567282,276,0.7282321899736148,0.0326086956521739,1.0835e-11,0.912,0.8472011505360311,7.0,7
random,FS_0023,FS,case,1,DAGLA,Q9Y4D2,ENST00000257215,fs,0,1.0,0.0,,,1.0,,1.0,0.0,3129,989,20,62.83,67.75,0.5963566634707574,0.6127401415571284,0.0501757750079897,0.0758341759352881,0,0.0,0.0054347826086956,0.99999,0.171,0.8160488804590796,3.0,6
random,FS_0023,FS,control,0,POGLUT1,Q8NBL1,ENST00000295588,fs_control,1,1.0,1.0,,,1.0,,0.0,0.0,1179,267,11,45.04,38.95,0.6140797285835454,0.599250936329588,0.0687022900763358,0.0599250936329588,265,0.99250936329588,0.0135869565217391,1.5575e-08,0.893,0.6729502494791056,4.0,6
random,FS_0024,FS,case,1,DCHS1,Q96JQ0,ENST00000299441,fs,1,1.0,1.0,,,1.0,,1.0,0.0,9897,2513,21,61.41,61.16,0.577952915024755,0.5563072025467569,0.0587046579771648,0.0584958217270195,1111,0.4421010744130521,,0.99997,0.242,0.8374475437136266,5.0,6
random,FS_0024,FS,control,0,BUB1B,O60566,ENST00000287598,fs_control,0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,3153,271,23,43.39,41.7,0.5997462733904219,0.6605166051660517,0.0558198541071994,0.077490774907749,0,0.0,0.0190217391304347,6.998e-10,0.58,0.9730470924030784,3.0,8
random,FS_0025,FS,case,1,DDR2,Q16832,ENST00000367921,fs,1,1.0,1.0,,,1.0,,1.0,1.0,2568,191,18,50.23,47.64,0.580607476635514,0.6178010471204188,0.0455607476635514,0.0418848167539267,191,1.0,0.0244565217391304,0.5503,0.376,0.7922166749057349,6.0,6
random,FS_0025,FS,control,0,BMPR2,Q13873,ENST00000374580,fs_control,0,1.0,0.0,1.0,,1.0,,1.0,0.0,3117,348,13,45.43,48.85,0.5941610522938723,0.6091954022988506,0.0445941610522938,0.0344827586206896,0,0.0,0.0434782608695652,0.99998,0.191,0.6922596148228529,4.0,7
random,FS_0026,FS,case,1,DES,P17661,ENST00000373960,fs,0,1.0,0.0,,,1.0,0.0,1.0,0.0,1413,123,9,61.78,54.47,0.6256192498230715,0.6585365853658537,0.0290162774239207,0.0975609756097561,0,0.0,0.0135869565217391,0.0088282,0.596,0.8928008969205824,3.0,7
random,FS_0026,FS,control,0,EPCAM,P16422,ENST00000263735,fs_control,0,0.0,0.0,,,1.0,,1.0,0.0,945,115,9,43.28,40.87,0.6126984126984127,0.6695652173913044,0.0952380952380952,0.0,0,0.0,0.0652173913043478,1.2844e-07,1.159,0.9362532514013268,2.0,6
random,FS_0027,FS,case,1,DLL1,O00548,ENST00000616526,fs,0,1.0,0.0,,,1.0,,1.0,0.0,2172,57,11,63.31,49.12,0.6174033149171271,0.4210526315789473,0.0994475138121546,0.0,0,0.0,0.0380434782608695,0.99999,0.095,0.8404808798853567,3.0,6
random,FS_0027,FS,control,0,PRODH,O43272,ENST00000357068,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,1803,249,14,62.84,61.85,0.5779256794231836,0.6104417670682731,0.0399334442595673,0.0321285140562249,249,1.0,0.0054347826086956,5.3577e-12,1.1,0.7844111238103206,5.0,6
random,FS_0028,FS,case,1,DPF2,Q92785,ENST00000528416,fs,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1176,120,11,55.27,57.5,0.6113945578231292,0.4833333333333333,0.0637755102040816,0.075,120,1.0,0.0190217391304347,0.99985,0.161,0.571479758071451,6.0,7
random,FS_0028,FS,control,0,CLCN2,P51788,ENST00000265593,fs_control,0,1.0,0.0,,,1.0,,1.0,0.0,2697,223,24,59.51,54.71,0.60734149054505,0.6053811659192825,0.0541342232109751,0.0358744394618834,0,0.0,0.0217391304347826,5.546e-12,0.769,0.8043675822169919,3.0,6
random,FS_0029,FS,case,1,DSP,P15924,ENST00000379802,fs,1,1.0,1.0,,,1.0,,1.0,1.0,8616,3181,24,48.33,48.07,0.5899489322191273,0.6089280100597296,0.0548978644382544,0.0631876768311851,897,0.2819867966048412,0.0353260869565217,0.99978,0.26,0.9590385335513152,6.0,6
random,FS_0029,FS,control,0,IMPG1,Q17R60,ENST00000369950,fs_control,0,0.0,0.0,,,0.0,,1.0,0.0,2394,180,17,45.45,42.22,0.5981620718462823,0.6166666666666667,0.0714285714285714,0.1388888888888889,0,0.0,0.0054347826086956,1.3662e-29,1.354,0.891872680829971,1.0,6
random,FS_0030,FS,case,1,DVL3,Q92997,ENST00000313143,fs,1,1.0,1.0,,,1.0,,1.0,0.0,2151,655,15,61.41,70.53,0.6099488609948861,0.6564885496183206,0.0641562064156206,0.116030534351145,622,0.9496183206106872,0.0353260869565217,0.38544,0.422,0.5295510725536215,5.0,6
random,FS_0030,FS,control,0,NFIA,Q12857,ENST00000403491,fs_control,1,1.0,1.0,,,1.0,1.0,1.0,0.0,1530,1352,11,51.05,50.3,0.6281045751633987,0.636094674556213,0.0712418300653594,0.0732248520710059,1136,0.8402366863905325,0.0135869565217391,0.99959,0.202,0.6838804131094001,6.0,7
random,FS_0031,FS,case,1,DYNC1H1,Q14204,ENST00000360184,fs,1,1.0,1.0,,,1.0,,1.0,1.0,13941,6866,78,51.33,53.57,0.5899146402697081,0.5763180891348675,0.0441862133275948,0.0369938829012525,5205,0.7580833090591319,0.029891304347826,1.0,0.08,0.6844755898207976,6.0,6
random,FS_0031,FS,control,0,COL4A1,P02462,ENST00000375820,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,5010,2535,52,60.14,59.64,0.6910179640718563,0.6816568047337278,0.0966067864271457,0.0883629191321499,1869,0.7372781065088757,0.0597826086956521,1.0,0.128,0.8271785583595642,6.0,6
random,FS_0032,FS,case,1,EFTUD2,Q15029,ENST00000426333,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,2919,202,28,51.8,56.93,0.5978074683110655,0.6138613861386139,0.0548132922233641,0.0792079207920792,93,0.4603960396039604,0.046195652173913,1.0,0.094,0.6765222793689658,7.0,7
random,FS_0032,FS,control,0,PLG,P00747,ENST00000308192,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,2433,2424,19,50.23,50.41,0.6185778873818332,0.6171617161716172,0.0863131935881627,0.0866336633663366,2064,0.8514851485148515,0.0543478260869565,0.010345,0.443,0.9787991827322932,6.0,6
random,FS_0033,FS,case,1,ELANE,P08246,ENST00000632488,fs,1,1.0,1.0,,,0.0,,1.0,1.0,804,258,6,67.54,65.89,0.6057213930348259,0.6356589147286822,0.0907960199004975,0.1434108527131783,180,0.6976744186046512,0.0353260869565217,0.0012274,1.129,0.9736777844652372,5.0,6
random,FS_0033,FS,control,0,HARS1,P12081,ENST00000504156,fs_control,1,1.0,1.0,,,1.0,,1.0,1.0,1530,731,13,53.27,54.86,0.5875816993464053,0.6073871409028728,0.0581699346405228,0.0656634746922024,671,0.9179206566347468,0.0135869565217391,,,0.574495175152396,6.0,6
random,FS_0034,FS,case,1,EP300,Q09472,ENST00000263253,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,7245,2356,31,51.55,58.15,0.6140786749482402,0.6171477079796265,0.0657004830917874,0.0717317487266553,660,0.2801358234295416,0.1929347826086956,1.0,0.099,0.5209494404626289,7.0,7
random,FS_0034,FS,control,0,TSC1,Q92574,ENST00000298552,fs_control,0,1.0,0.0,,,1.0,,1.0,1.0,3495,545,23,50.67,55.78,0.6128755364806867,0.6642201834862386,0.0575107296137339,0.0935779816513761,0,0.0,0.0163043478260869,1.0,0.118,0.6781163373295164,4.0,6
random,FS_0035,FS,case,1,ERCC6,Q03468,ENST00000355832,fs,0,1.0,0.0,,,1.0,1.0,1.0,0.0,4482,477,21,47.1,48.64,0.5921463632307006,0.6142557651991615,0.0838911200356983,0.0754716981132075,0,0.0,0.0271739130434782,5.1622e-22,0.802,0.6205621890486333,4.0,7
random,FS_0035,FS,control,0,TMC1,Q8TDI8,ENST00000297784,fs_control,1,1.0,1.0,,,1.0,,1.0,0.0,2283,2112,24,44.2,44.03,0.6325010950503723,0.6358901515151515,0.0757774857643451,0.0700757575757575,348,0.1647727272727272,0.0217391304347826,9.1808e-19,0.975,0.8604152771385645,5.0,6
random,FS_0036,FS,case,1,EYA1,Q99502,ENST00000340726,fs,1,1.0,1.0,,,1.0,1.0,1.0,1.0,1779,833,18,46.94,44.9,0.6053962900505903,0.6182472989195679,0.0534007869589657,0.0720288115246098,678,0.8139255702280912,0.0271739130434782,0.94588,0.332,0.9375562974647424,7.0,7
random,FS_0036,FS,control,0,UGT1A1,P22309,ENST00000305208,fs_control,1,1.0,1.0,1.0,,1.0,,1.0,0.0,1602,301,5,50.69,52.82,0.5942571785268415,0.6478405315614618,0.066167290886392,0.0531561461794019,301,1.0,0.0054347826086956,3.2577e-06,1.08,0.9579290232398094,6.0,7
